"chr","start","end","strand","feature","ensembl.id","gene.name","biotype","source"
"chr7",63900822,63917994,"+","gene","ENSG00000226581.1","RP11-340I6.8","lincRNA","HAVANA"
"chr7",63998873,64016130,"+","gene","ENSG00000241149.3","RP11-561N12.2","protein_coding","HAVANA"
"chr7",64045442,64078549,"+","gene","ENSG00000214652.5","ZNF727","protein_coding","HAVANA"
"chr7",64140494,64140523,"+","gene","ENSG00000229881.1","RP11-321E8.4","lincRNA","HAVANA"
"chr7",64207089,64220508,"+","gene","ENSG00000223614.5","ZNF735","protein_coding","HAVANA"
"chr7",64228473,64266931,"+","gene","ENSG00000197123.9","ZNF679","protein_coding","HAVANA"
"chr7",64307458,64354860,"+","gene","ENSG00000234444.9","ZNF736","protein_coding","HAVANA"
"chr7",64519883,64563106,"-","gene","ENSG00000173041.11","ZNF680","protein_coding","HAVANA"
"chr7",64666082,64711582,"+","gene","ENSG00000196247.11","ZNF107","protein_coding","HAVANA"
"chr7",64794387,64833681,"+","gene","ENSG00000197008.9","ZNF138","protein_coding","HAVANA"
"chr7",64870171,64930966,"+","gene","ENSG00000198039.11","ZNF273","protein_coding","HAVANA"
"chr7",64971775,64990808,"-","gene","ENSG00000152926.14","ZNF117","protein_coding","HAVANA"
"chr7",64991036,65006743,"-","gene","ENSG00000213462.4","ERV3-1","protein_coding","HAVANA"
"chr7",65269373,65306238,"+","gene","ENSG00000282381.1","RP11-328P23.4","lincRNA","HAVANA"
"chr7",65373798,65401135,"+","gene","ENSG00000146757.13","ZNF92","protein_coding","HAVANA"
"chr7",65463070,65463438,"+","gene","ENSG00000238124.1","RP11-667F9.2","lincRNA","HAVANA"
"chr7",65647009,65770810,"-","gene","ENSG00000272693.3","RP11-479O9.4","lincRNA","HAVANA"
"chr7",65873266,65959563,"+","gene","ENSG00000196715.5","VKORC1L1","protein_coding","HAVANA"
"chr7",65960683,65982314,"-","gene","ENSG00000169919.16","GUSB","protein_coding","HAVANA"
"chr7",66075797,66093558,"+","gene","ENSG00000126522.16","ASL","protein_coding","HAVANA"
"chr7",66114603,66154568,"+","gene","ENSG00000241258.6","CRCP","protein_coding","HAVANA"
"chr7",66205198,66420543,"+","gene","ENSG00000169902.13","TPST1","protein_coding","HAVANA"
"chr7",66493705,66495474,"+","gene","ENSG00000237310.1","GS1-124K5.4","lincRNA","HAVANA"
"chr7",66628766,66649067,"+","gene","ENSG00000243335.9","KCTD7","protein_coding","HAVANA"
"chr7",66682163,66808064,"+","gene","ENSG00000154710.16","RABGEF1","protein_coding","HAVANA"
"chr7",66902856,66906297,"+","gene","ENSG00000273142.1","RP11-458F8.4","lincRNA","HAVANA"
"chr7",66921224,66958551,"+","gene","ENSG00000106609.16","TMEM248","protein_coding","HAVANA"
"chr7",66987676,66995601,"-","gene","ENSG00000126524.9","SBDS","protein_coding","HAVANA"
"chr7",66995172,67239519,"+","gene","ENSG00000198874.12","TYW1","protein_coding","HAVANA"
"chr7",67333046,67334383,"+","gene","ENSG00000273448.1","RP11-166O4.6","lincRNA","HAVANA"
"chr7",67335975,67340024,"+","gene","ENSG00000235475.1","LINC01372","lincRNA","HAVANA"
"chr7",67691057,67697029,"-","gene","ENSG00000233423.1","RP4-736H5.3","lincRNA","HAVANA"
"chr7",68020252,68032690,"+","gene","ENSG00000225209.1","RP11-358M3.1","lincRNA","HAVANA"
"chr7",68091222,68119209,"+","gene","ENSG00000236531.2","RP5-945F2.2","lincRNA","HAVANA"
"chr7",68150282,68288233,"-","gene","ENSG00000226829.1","RP5-945F2.3","lincRNA","HAVANA"
"chr7",69040151,69046803,"+","gene","ENSG00000233689.1","RP11-123O1.1","lincRNA","HAVANA"
"chr7",69187832,69189318,"-","gene","ENSG00000236839.1","RP11-3P22.1","lincRNA","HAVANA"
"chr7",69224695,69430923,"-","gene","ENSG00000225718.1","RP11-3P22.2","lincRNA","HAVANA"
"chr7",69595957,69597448,"-","gene","ENSG00000234215.2","RP5-942I16.1","lincRNA","HAVANA"
"chr7",69598918,70793068,"+","gene","ENSG00000158321.15","AUTS2","protein_coding","HAVANA"
"chr7",71132168,71713600,"+","gene","ENSG00000185274.11","WBSCR17","protein_coding","HAVANA"
"chr7",71779490,72447151,"-","gene","ENSG00000183166.10","CALN1","protein_coding","HAVANA"
"chr7",72558743,72828198,"-","gene","ENSG00000277149.4","TYW1B","protein_coding","HAVANA"
"chr7",72879364,72951440,"+","gene","ENSG00000196313.11","POM121","protein_coding","HAVANA"
"chr7",72959484,72969466,"-","gene","ENSG00000155428.12","TRIM74","protein_coding","HAVANA"
"chr7",73302516,73308867,"-","gene","ENSG00000130305.16","NSUN5","protein_coding","HAVANA"
"chr7",73312538,73328082,"-","gene","ENSG00000146755.10","TRIM50","protein_coding","HAVANA"
"chr7",73328163,73358637,"+","gene","ENSG00000077800.11","FKBP6","protein_coding","HAVANA"
"chr7",73433782,73436120,"+","gene","ENSG00000188763.4","FZD9","protein_coding","HAVANA"
"chr7",73440397,73522278,"-","gene","ENSG00000009954.10","BAZ1B","protein_coding","HAVANA"
"chr7",73536355,73558002,"-","gene","ENSG00000106635.7","BCL7B","protein_coding","HAVANA"
"chr7",73568931,73578791,"-","gene","ENSG00000106638.15","TBL2","protein_coding","HAVANA"
"chr7",73593193,73624543,"-","gene","ENSG00000009950.15","MLXIPL","protein_coding","HAVANA"
"chr7",73667824,73672112,"+","gene","ENSG00000176428.5","VPS37D","protein_coding","HAVANA"
"chr7",73680968,73683453,"-","gene","ENSG00000176410.7","DNAJC30","protein_coding","HAVANA"
"chr7",73683567,73705149,"+","gene","ENSG00000071462.11","WBSCR22","protein_coding","HAVANA"
"chr7",73699205,73719659,"-","gene","ENSG00000106089.11","STX1A","protein_coding","HAVANA"
"chr7",73736093,73738867,"-","gene","ENSG00000106077.18","ABHD11","protein_coding","HAVANA"
"chr7",73768996,73770270,"-","gene","ENSG00000165215.6","CLDN3","protein_coding","HAVANA"
"chr7",73799541,73832693,"+","gene","ENSG00000189143.9","CLDN4","protein_coding","HAVANA"
"chr7",73834589,73842535,"-","gene","ENSG00000165171.10","WBSCR27","protein_coding","HAVANA"
"chr7",73861158,73865893,"+","gene","ENSG00000175877.3","WBSCR28","protein_coding","HAVANA"
"chr7",73985991,73988767,"+","gene","ENSG00000261467.2","RP11-731K22.1","lincRNA","HAVANA"
"chr7",74027788,74069907,"+","gene","ENSG00000049540.16","ELN","protein_coding","HAVANA"
"chr7",74082932,74122525,"+","gene","ENSG00000106683.14","LIMK1","protein_coding","HAVANA"
"chr7",74174244,74197101,"+","gene","ENSG00000106682.14","EIF4H","protein_coding","HAVANA"
"chr7",74199651,74229834,"+","gene","ENSG00000086730.16","LAT2","protein_coding","HAVANA"
"chr7",74231498,74254458,"-","gene","ENSG00000049541.10","RFC2","protein_coding","HAVANA"
"chr7",74289474,74405943,"+","gene","ENSG00000106665.15","CLIP2","protein_coding","HAVANA"
"chr7",74453789,74602604,"+","gene","ENSG00000006704.10","GTF2IRD1","protein_coding","HAVANA"
"chr7",74606912,74607299,"+","gene","ENSG00000273069.1","RP5-1186P10.2","lincRNA","HAVANA"
"chr7",74657666,74760692,"+","gene","ENSG00000263001.5","GTF2I","protein_coding","HAVANA"
"chr7",74773961,74789313,"+","gene","ENSG00000158517.13","NCF1","protein_coding","HAVANA"
"chr7",74796143,74851551,"-","gene","ENSG00000196275.13","GTF2IRD2","protein_coding","HAVANA"
"chr7",74964817,75024798,"+","gene","ENSG00000274070.1","GATSL2","protein_coding","HAVANA"
"chr7",75027121,75074228,"-","gene","ENSG00000274523.4","RCC1L","protein_coding","HAVANA"
"chr7",75092572,75149817,"+","gene","ENSG00000174428.16","GTF2IRD2B","protein_coding","HAVANA"
"chr7",75395434,75410225,"+","gene","ENSG00000178809.11","TRIM73","protein_coding","HAVANA"
"chr7",75416789,75486271,"-","gene","ENSG00000272391.5","POM121C","protein_coding","HAVANA"
"chr7",75493624,75504304,"+","gene","ENSG00000170092.14","SPDYE5","protein_coding","HAVANA"
"chr7",75533299,75738962,"-","gene","ENSG00000127946.16","HIP1","protein_coding","HAVANA"
"chr7",75769532,75789896,"-","gene","ENSG00000006606.8","CCL26","protein_coding","HAVANA"
"chr7",75811664,75823356,"-","gene","ENSG00000106178.6","CCL24","protein_coding","HAVANA"
"chr7",75842601,75888926,"+","gene","ENSG00000005486.16","RHBDD2","protein_coding","HAVANA"
"chr7",75899199,75986836,"+","gene","ENSG00000127948.15","POR","protein_coding","HAVANA"
"chr7",75986855,75994659,"-","gene","ENSG00000189077.10","TMEM120A","protein_coding","HAVANA"
"chr7",75996337,76048004,"-","gene","ENSG00000127952.16","STYXL1","protein_coding","HAVANA"
"chr7",76048050,76067508,"+","gene","ENSG00000146701.11","MDH2","protein_coding","HAVANA"
"chr7",76201899,76287286,"+","gene","ENSG00000177679.15","SRRM3","protein_coding","HAVANA"
"chr7",76302543,76304295,"+","gene","ENSG00000106211.8","HSPB1","protein_coding","HAVANA"
"chr7",76326793,76359031,"-","gene","ENSG00000170027.6","YWHAG","protein_coding","HAVANA"
"chr7",76389333,76409695,"-","gene","ENSG00000146700.8","SSC4D","protein_coding","HAVANA"
"chr7",76424906,76442071,"+","gene","ENSG00000188372.14","ZP3","protein_coding","HAVANA"
"chr7",76461675,76505994,"+","gene","ENSG00000091073.19","DTX2","protein_coding","HAVANA"
"chr7",76510427,76516521,"+","gene","ENSG00000243566.6","UPK3B","protein_coding","HAVANA"
"chr7",76531318,76541459,"-","gene","ENSG00000185040.13","SPDYE16","protein_coding","HAVANA"
"chr7",76609985,76625683,"-","gene","ENSG00000146707.14","POMZP3","protein_coding","HAVANA"
"chr7",76972678,76976961,"-","gene","ENSG00000225703.1","AC005522.7","lincRNA","HAVANA"
"chr7",77122433,77329533,"+","gene","ENSG00000135205.14","CCDC146","protein_coding","HAVANA"
"chr7",77193370,77199848,"-","gene","ENSG00000127951.6","FGL2","protein_coding","HAVANA"
"chr7",77310750,77416400,"-","gene","ENSG00000186088.15","GSAP","protein_coding","HAVANA"
"chr7",77416672,77425443,"+","gene","ENSG00000273341.1","RP5-899E9.1","lincRNA","HAVANA"
"chr7",77537274,77640071,"+","gene","ENSG00000127947.15","PTPN12","protein_coding","HAVANA"
"chr7",77657659,77696265,"-","gene","ENSG00000214293.8","APTR","lincRNA","HAVANA"
"chr7",77696442,77783022,"+","gene","ENSG00000187257.15","RSBN1L","protein_coding","HAVANA"
"chr7",77793727,77798580,"-","gene","ENSG00000135211.5","TMEM60","protein_coding","HAVANA"
"chr7",77798791,77957503,"+","gene","ENSG00000006576.16","PHTF2","protein_coding","HAVANA"
"chr7",78017056,79453574,"-","gene","ENSG00000187391.19","MAGI2","protein_coding","HAVANA"
"chr7",80133954,80219402,"+","gene","ENSG00000127955.15","GNAI1","protein_coding","HAVANA"
"chr7",80246408,80312456,"-","gene","ENSG00000234223.2","AC003988.1","lincRNA","HAVANA"
"chr7",80369574,80677008,"+","gene","ENSG00000135218.17","CD36","protein_coding","HAVANA"
"chr7",80458670,80512020,"-","gene","ENSG00000214415.3","GNAT3","protein_coding","HAVANA"
"chr7",80742537,80922359,"-","gene","ENSG00000075223.13","SEMA3C","protein_coding","HAVANA"
"chr7",81175507,81199115,"+","gene","ENSG00000237896.6","AC005008.2","lincRNA","HAVANA"
"chr7",81699005,81770438,"-","gene","ENSG00000019991.15","HGF","protein_coding","HAVANA"
"chr7",81946443,82443798,"-","gene","ENSG00000153956.15","CACNA2D1","protein_coding","HAVANA"
"chr7",82754012,83162930,"-","gene","ENSG00000186472.19","PCLO","protein_coding","HAVANA"
"chr7",83363905,83649010,"-","gene","ENSG00000170381.12","SEMA3E","protein_coding","HAVANA"
"chr7",83955776,84492724,"-","gene","ENSG00000075213.10","SEMA3A","protein_coding","HAVANA"
"chr7",84532475,84584322,"+","gene","ENSG00000235139.2","AC003984.1","lincRNA","HAVANA"
"chr7",84995552,85186855,"-","gene","ENSG00000153993.13","SEMA3D","protein_coding","HAVANA"
"chr7",85421121,85489293,"+","gene","ENSG00000225128.1","LINC00972","lincRNA","HAVANA"
"chr7",86643913,86864884,"+","gene","ENSG00000198822.10","GRM3","protein_coding","HAVANA"
"chr7",86876905,87059699,"-","gene","ENSG00000164659.14","KIAA1324L","protein_coding","HAVANA"
"chr7",87109538,87111282,"+","gene","ENSG00000261462.1","CTA-254O6.1","lincRNA","HAVANA"
"chr7",87152420,87196159,"+","gene","ENSG00000135164.18","DMTF1","protein_coding","HAVANA"
"chr7",87196337,87220587,"-","gene","ENSG00000135185.11","TMEM243","protein_coding","HAVANA"
"chr7",87325224,87345515,"-","gene","ENSG00000182165.17","TP53TG1","lincRNA","HAVANA"
"chr7",87345680,87399795,"+","gene","ENSG00000005469.11","CROT","protein_coding","HAVANA"
"chr7",87401696,87480435,"-","gene","ENSG00000005471.15","ABCB4","protein_coding","HAVANA"
"chr7",87503632,87713323,"-","gene","ENSG00000085563.14","ABCB1","protein_coding","HAVANA"
"chr7",87627547,87832296,"+","gene","ENSG00000105784.15","RUNDC3B","protein_coding","HAVANA"
"chr7",87833567,87876215,"-","gene","ENSG00000075303.12","SLC25A40","protein_coding","HAVANA"
"chr7",87876357,87909541,"+","gene","ENSG00000006634.7","DBF4","protein_coding","HAVANA"
"chr7",87934142,88202889,"+","gene","ENSG00000008277.14","ADAM22","protein_coding","HAVANA"
"chr7",88205117,88226993,"-","gene","ENSG00000075142.13","SRI","protein_coding","HAVANA"
"chr7",88270891,88306891,"-","gene","ENSG00000127954.12","STEAP4","protein_coding","HAVANA"
"chr7",88710630,88756725,"+","gene","ENSG00000233420.1","AC002127.4","lincRNA","HAVANA"
"chr7",88759367,89337057,"+","gene","ENSG00000182348.6","ZNF804B","protein_coding","HAVANA"
"chr7",88794105,88795721,"-","gene","ENSG00000164645.2","C7orf62","protein_coding","HAVANA"
"chr7",89443973,89494262,"+","gene","ENSG00000227863.2","AC002383.2","lincRNA","HAVANA"
"chr7",90119298,90122890,"-","gene","ENSG00000238358.2","RP5-1121E10.2","lincRNA","HAVANA"
"chr7",90154374,90164829,"+","gene","ENSG00000164647.8","STEAP1","protein_coding","HAVANA"
"chr7",90167589,90238137,"+","gene","ENSG00000157214.13","STEAP2","protein_coding","HAVANA"
"chr7",90245173,90311063,"+","gene","ENSG00000105792.19","CFAP69","protein_coding","HAVANA"
"chr7",90312495,90322592,"+","gene","ENSG00000225498.1","AC002064.5","lincRNA","HAVANA"
"chr7",90316502,90321308,"-","gene","ENSG00000283267.1","CTB-16J4.1","protein_coding","HAVANA"
"chr7",90335222,90391455,"+","gene","ENSG00000105793.15","GTPBP10","protein_coding","HAVANA"
"chr7",90383720,90513402,"+","gene","ENSG00000157224.15","CLDN12","protein_coding","HAVANA"
"chr7",90563734,91210590,"+","gene","ENSG00000058091.16","CDK14","protein_coding","HAVANA"
"chr7",91264363,91271326,"+","gene","ENSG00000157240.3","FZD1","protein_coding","HAVANA"
"chr7",91311367,91515409,"+","gene","ENSG00000243144.6","RP11-115N4.1","lincRNA","HAVANA"
"chr7",91380777,91556848,"-","gene","ENSG00000235450.1","RP11-142A5.1","lincRNA","HAVANA"
"chr7",91638846,91643512,"-","gene","ENSG00000223665.1","CTB-111F10.1","lincRNA","HAVANA"
"chr7",91692007,91880720,"-","gene","ENSG00000127989.13","MTERF1","protein_coding","HAVANA"
"chr7",91940866,92110673,"+","gene","ENSG00000127914.16","AKAP9","protein_coding","HAVANA"
"chr7",92112150,92142952,"-","gene","ENSG00000001630.15","CYP51A1","protein_coding","HAVANA"
"chr7",92141642,92165276,"-","gene","ENSG00000240720.7","LRRD1","protein_coding","HAVANA"
"chr7",92198968,92246166,"-","gene","ENSG00000001631.15","KRIT1","protein_coding","HAVANA"
"chr7",92246233,92401384,"+","gene","ENSG00000001629.9","ANKIB1","protein_coding","HAVANA"
"chr7",92447452,92458836,"+","gene","ENSG00000157259.6","GATAD1","protein_coding","HAVANA"
"chr7",92468379,92477986,"-","gene","ENSG00000242950.6","ERVW-1","protein_coding","HAVANA"
"chr7",92487019,92528531,"-","gene","ENSG00000127980.15","PEX1","protein_coding","HAVANA"
"chr7",92528772,92538005,"+","gene","ENSG00000127993.15","RBM48","protein_coding","HAVANA"
"chr7",92560792,92590394,"-","gene","ENSG00000234545.7","FAM133B","protein_coding","HAVANA"
"chr7",92604920,92836594,"-","gene","ENSG00000105810.9","CDK6","protein_coding","HAVANA"
"chr7",93099512,93118023,"-","gene","ENSG00000205413.7","SAMD9","protein_coding","HAVANA"
"chr7",93130054,93148369,"-","gene","ENSG00000177409.11","SAMD9L","protein_coding","HAVANA"
"chr7",93188585,93226524,"-","gene","ENSG00000188175.9","HEPACAM2","protein_coding","HAVANA"
"chr7",93232339,93361121,"+","gene","ENSG00000004766.15","VPS50","protein_coding","HAVANA"
"chr7",93424486,93574730,"-","gene","ENSG00000004948.13","CALCR","protein_coding","HAVANA"
"chr7",93591572,93911265,"+","gene","ENSG00000127928.12","GNGT1","protein_coding","HAVANA"
"chr7",93885396,93890912,"-","gene","ENSG00000105825.11","TFPI2","protein_coding","HAVANA"
"chr7",93921698,93928610,"+","gene","ENSG00000127920.5","GNG11","protein_coding","HAVANA"
"chr7",93962761,94004382,"-","gene","ENSG00000105829.11","BET1","protein_coding","HAVANA"
"chr7",94022832,94066661,"+","gene","ENSG00000236453.5","AC003092.1","lincRNA","HAVANA"
"chr7",94071758,94077157,"-","gene","ENSG00000236938.1","AC003092.2","lincRNA","HAVANA"
"chr7",94394560,94431232,"+","gene","ENSG00000164692.17","COL1A2","protein_coding","HAVANA"
"chr7",94509218,94557019,"+","gene","ENSG00000127995.16","CASD1","protein_coding","HAVANA"
"chr7",94585229,94656209,"-","gene","ENSG00000127990.15","SGCE","protein_coding","HAVANA"
"chr7",94656324,94669695,"+","gene","ENSG00000242265.5","PEG10","protein_coding","HAVANA"
"chr7",94907201,95296415,"+","gene","ENSG00000158528.11","PPP1R9A","protein_coding","HAVANA"
"chr7",95035730,95214332,"-","gene","ENSG00000236197.3","AC002429.5","protein_coding","HAVANA"
"chr7",95297675,95324707,"-","gene","ENSG00000005421.8","PON1","protein_coding","HAVANA"
"chr7",95359943,95396363,"-","gene","ENSG00000105852.10","PON3","protein_coding","HAVANA"
"chr7",95404862,95435329,"-","gene","ENSG00000105854.12","PON2","protein_coding","HAVANA"
"chr7",95471834,95473998,"+","gene","ENSG00000233942.1","AC004012.1","lincRNA","HAVANA"
"chr7",95478443,95540232,"+","gene","ENSG00000005981.12","ASB4","protein_coding","HAVANA"
"chr7",95583498,95596491,"-","gene","ENSG00000004799.7","PDK4","protein_coding","HAVANA"
"chr7",95772505,96110322,"+","gene","ENSG00000158560.14","DYNC1I1","protein_coding","HAVANA"
"chr7",96120219,96322147,"-","gene","ENSG00000004864.13","SLC25A13","protein_coding","HAVANA"
"chr7",96481625,96709891,"-","gene","ENSG00000127922.9","SEM1","protein_coding","HAVANA"
"chr7",97005547,97011039,"+","gene","ENSG00000006377.10","DLX6","protein_coding","HAVANA"
"chr7",97020391,97025097,"-","gene","ENSG00000105880.4","DLX5","protein_coding","HAVANA"
"chr7",97116589,97181763,"+","gene","ENSG00000196636.7","SDHAF3","protein_coding","HAVANA"
"chr7",97731907,97740472,"+","gene","ENSG00000006128.11","TAC1","protein_coding","HAVANA"
"chr7",97852117,97872542,"-","gene","ENSG00000070669.16","ASNS","protein_coding","HAVANA"
"chr7",97984683,97991169,"-","gene","ENSG00000135175.5","OCM2","protein_coding","HAVANA"
"chr7",98106884,98209633,"+","gene","ENSG00000164715.5","LMTK2","protein_coding","HAVANA"
"chr7",98211426,98212979,"+","gene","ENSG00000180535.3","BHLHA15","protein_coding","HAVANA"
"chr7",98214623,98252251,"-","gene","ENSG00000205356.9","TECPR1","protein_coding","HAVANA"
"chr7",98252378,98310441,"+","gene","ENSG00000164713.9","BRI3","protein_coding","HAVANA"
"chr7",98291650,98401068,"-","gene","ENSG00000006453.13","BAIAP2L1","protein_coding","HAVANA"
"chr7",98617296,98629868,"+","gene","ENSG00000106236.3","NPTX2","protein_coding","HAVANA"
"chr7",98846487,98870771,"-","gene","ENSG00000166448.14","TMEM130","protein_coding","HAVANA"
"chr7",98877932,99013164,"+","gene","ENSG00000196367.12","TRRAP","protein_coding","HAVANA"
"chr7",99027437,99144100,"-","gene","ENSG00000198742.9","SMURF1","protein_coding","HAVANA"
"chr7",99173573,99207506,"-","gene","ENSG00000185467.7","KPNA7","protein_coding","HAVANA"
"chr7",99325909,99366257,"+","gene","ENSG00000241685.9","ARPC1A","protein_coding","HAVANA"
"chr7",99374248,99394801,"+","gene","ENSG00000130429.12","ARPC1B","protein_coding","HAVANA"
"chr7",99392047,99408640,"-","gene","ENSG00000106244.12","PDAP1","protein_coding","HAVANA"
"chr7",99408829,99416260,"+","gene","ENSG00000106245.10","BUD31","protein_coding","HAVANA"
"chr7",99416738,99438916,"-","gene","ENSG00000106246.17","PTCD1","protein_coding","HAVANA"
"chr7",99438921,99457371,"+","gene","ENSG00000160917.14","CPSF4","protein_coding","HAVANA"
"chr7",99448474,99466331,"-","gene","ENSG00000241468.7","ATP5J2","protein_coding","HAVANA"
"chr7",99472840,99503650,"+","gene","ENSG00000198556.13","ZNF789","protein_coding","HAVANA"
"chr7",99493239,99500324,"-","gene","ENSG00000160908.14","ZNF394","protein_coding","HAVANA"
